	input_form	input_syll	input_des	output_form	output_syll	output_des	input_index	output_index	change_sequences
181	tauromahie	ta.u.ro.ma.h'i.	e	tauromahii	ta.u.ro.ma.h'i	i	288396	288398	^/^ t/t a/a u/u r/r o/o m/m a/a h/h 'i/'i $/$
182	dezlegare	dez.le.g'a.r	e	dezlegări	dez.le.g'ăr	i	103272	103315	^/^ d/d e/e z/z l/l e/e g/g 'a/'ă r/r $/$
183	vechil	ve.ch'il		vechili	ve.ch'il	i	304608	304610	^/^ v/v e/e c/c h/h 'i/'i l/l $/$
184	prevenită	pre.ve.n'i.t	ă	prevenite	pre.ve.n'i.t	e	230589	230583	^/^ p/p r/r e/e v/v e/e n/n 'i/'i t/t $/$
185	surpriză	sur.pr'i.z	ă	surprize	sur.pr'i.z	e	285553	285547	^/^ s/s u/u r/r p/p r/r 'i/'i z/z $/$
186	adâncire	a.dân.c'i.r	e	adânciri	a.dân.c'ir	i	23175	23177	^/^ a/a d/d â/â n/n c/c 'i/'i r/r $/$
187	inimucă	i.ni.m'u.c	ă	inimuci	i.ni.m'uc	i	152554	152549	^/^ i/i n/n i/i m/m 'u/'u c/c $/$
188	herb	h'erb		herburi	h'er.b	uri	142035	142038	^/^ h/h 'e/'e r/r b/b $/$
189	specialistă	spe.ci.a.l'is.t	ă	specialiste	spe.ci.a.l'is.t	e	274316	274302	^/^ s/s p/p e/e c/c i/i a/a l/l 'i/'i s/s t/t $/$
190	șoarece	șo'a.re.c	e	șoareci	șo'a.rec	i	1712	1716	^/^ ș/ș o'a/o'a r/r e/e c/c $/$
191	deshidratare	de.shi.dra.t'a.r	e	deshidratări	de.shi.dra.t'ăr	i	99232	99276	^/^ d/d e/e s/s h/h i/i d/d r/r a/a t/t 'a/'ă r/r $/$
192	dig	d'ig		diguri	d'i.g	uri	104933	105088	^/^ d/d 'i/'i g/g $/$
193	linșaj	lin.ș'aj		linșaje	lin.ș'a.j	e	166278	166279	^/^ l/l i/i n/n ș/ș 'a/'a j/j $/$
194	cartezian	car.te.zi.'an		cartezieni	car.te.zi.'en	i	59624	59640	^/^ c/c a/a r/r t/t e/e z/z i/i 'a/'e n/n $/$
195	particulă	par.t'i.cu.l	ă	particole	par.t'i.co.l	e	213883	213830	^/^ p/p a/a r/r t/t 'i/'i c/c u/o l/l $/$
196	particulă	par.t'i.cu.l	ă	particule	par.t'i.cu.l	e	213883	213877	^/^ p/p a/a r/r t/t 'i/'i c/c u/u l/l $/$
197	sambă	s'am.b	ă	sambe	s'am.b	e	261373	261367	^/^ s/s 'a/'a m/m b/b $/$
198	tigroaică	ti.gro'ai.c	ă	tigroaice	ti.gro'ai.c	e	291173	291166	^/^ t/t i/i g/g r/r o'a/o'a i/i c/c $/$
199	tigroaică	ti.gro'a	ică	tigroaicele	ti.gro'ai.c	ele	291173	291169	^/^ t/t i/i g/g r/r o'a/o'a 0/i 0/c $/$
200	cvartet	cvar.t'et		cvartete	cvar.t'e.t	e	87820	87821	^/^ c/c v/v a/a r/r t/t 'e/'e t/t $/$
201	teleconcurs	te.le.con.c'urs		teleconcursuri	te.le.con.c'ur.s	uri	288848	288852	^/^ t/t e/e l/l e/e c/c o/o n/n c/c 'u/'u r/r s/s $/$
202	flașnetă	flaș.n'e.t	ă	flașnete	flaș.n'e.t	e	128050	128045	^/^ f/f l/l a/a ș/ș n/n 'e/'e t/t $/$
203	ascensor	as.cen.s'or		ascensoare	as.cen.so'a.r	e	37361	37358	^/^ a/a s/s c/c e/e n/n s/s 'o/o'a r/r $/$
204	caleașcă	ca.le'aș.c	ă	calești	ca.l'eșt	i	56915	56949	^/^ c/c a/a l/l e'a/'e ș/ș c/t $/$
205	concetățean	con.ce.tă.țe'an		concetățeni	con.ce.tă.ț'en	i	73691	73694	^/^ c/c o/o n/n c/c e/e t/t ă/ă ț/ț e'a/'e n/n $/$
206	alăturare	a.lă.tu.r'a.r	e	alăturări	a.lă.tu.r'ăr	i	25472	25524	^/^ a/a l/l ă/ă t/t u/u r/r 'a/'ă r/r $/$
207	compactare	com.pac.t'a.r	e	compactări	com.pac.t'ăr	i	71633	71620	^/^ c/c o/o m/m p/p a/a c/c t/t 'a/'ă r/r $/$
208	neoplasm	ne.o.pl'asm		neoplasme	ne.o.pl'as.m	e	196610	196611	^/^ n/n e/e o/o p/p l/l 'a/'a s/s m/m $/$
209	nevăzător	ne.vă.ză.t'or		nevăzători	ne.vă.ză.t'or	i	199609	199610	^/^ n/n e/e v/v ă/ă z/z ă/ă t/t 'o/'o r/r $/$
210	ofertă	o.f'er.t	ă	oferte	o.f'er.t	e	204951	204939	^/^ o/o f/f 'e/'e r/r t/t $/$
211	evacuare	e.va.cu.'a.r	e	evacuări	e.va.cu.'ăr	i	118505	118548	^/^ e/e v/v a/a c/c u/u 'a/'ă r/r $/$
212	fleoarcă	fleo'ar.c	ă	fleoarce	fleo'ar.c	e	128450	128444	^/^ f/f l/l e/e o'a/o'a r/r c/c $/$
213	traumatizare	trau.ma.ti.z'a.r	e	traumatizări	trau.ma.ti.z'ăr	i	295311	295288	^/^ t/t r/r a/a u/u m/m a/a t/t i/i z/z 'a/'ă r/r $/$
214	diligență	di.li.g'en.ț	ă	diligențe	di.li.g'en.ț	e	105180	105174	^/^ d/d i/i l/l i/i g/g 'e/'e n/n ț/ț $/$
215	cadențmetru	ca.den.țm'e.tr	u	cadențmetre	ca.den.țm'e.tr	e	56480	56477	^/^ c/c a/a d/d e/e n/n ț/ț m/m 'e/'e t/t r/r $/$
216	sorg	s'org		sorgi	s'org	i	273606	273608	^/^ s/s 'o/'o r/r g/g $/$
217	șișcă	ș'iș.c	ă	șiști	ș'ișt	i	1049	1050	^/^ ș/ș 'i/'i ș/ș c/t $/$
218	insignă	in.s'ig.n	ă	insigne	in.s'ig.n	e	153136	153111	^/^ i/i n/n s/s 'i/'i g/g n/n $/$
219	pericol	pe.r'i.col		pericole	pe.r'i.co.l	e	216748	216749	^/^ p/p e/e r/r 'i/'i c/c o/o l/l $/$
220	vehemență	ve.he.m'en.ț	ă	vehemențe	ve.he.m'en.ț	e	304861	304849	^/^ v/v e/e h/h e/e m/m 'e/'e n/n ț/ț $/$
221	observator	ob.ser.va.t'or		observatoare	ob.ser.va.to'a.r	e	203810	203802	^/^ o/o b/b s/s e/e r/r v/v a/a t/t 'o/o'a r/r $/$
222	milă	m'i.l	ă	mile	m'i.l	e	177462	177483	^/^ m/m 'i/'i l/l $/$
223	cesiune	ce.si.'u.n	e	cesiuni	ce.si.'un	i	62880	62883	^/^ c/c e/e s/s i/i 'u/'u n/n $/$
224	anxietate	an.xi.e.t'a.t	e	anxietăți	an.xi.e.t'ăț	i	33267	33269	^/^ a/a n/n x/x i/i e/e t/t 'a/'ă t/ț $/$
225	depresiune	de.pre.si.'u.n	e	depresiuni	de.pre.si.'un	i	96475	96477	^/^ d/d e/e p/p r/r e/e s/s i/i 'u/'u n/n $/$
226	fotomozaic	fo.to.mo.za.'ic		fotomozaicuri	fo.to.mo.za.'i.c	uri	130652	130655	^/^ f/f o/o t/t o/o m/m o/o z/z a/a 'i/'i c/c $/$
227	ștat	șt'at		ștate	șt'a.t	e	2471	2472	^/^ ș/ș t/t 'a/'a t/t $/$
228	iahnie	iah.n'i.	e	iahnii	iah.n'i	i	145038	145040	^/^ i/i a/a h/h n/n 'i/'i $/$
229	halterofil	hal.te.ro.f'il		halterofili	hal.te.ro.f'il	i	141312	141313	^/^ h/h a/a l/l t/t e/e r/r o/o f/f 'i/'i l/l $/$
230	funcționărime	func.ți.o.nă.r'i.m	e	funcționărimi	func.ți.o.nă.r'im	i	132881	132883	^/^ f/f u/u n/n c/c ț/ț i/i o/o n/n ă/ă r/r 'i/'i m/m $/$
231	iobăgie	io.bă.g'i.	e	iobăgii	io.bă.g'i	i	157976	157978	^/^ i/i o/o b/b ă/ă g/g 'i/'i $/$
232	etalonare	e.ta.lo.n'a.r	e	etalonări	e.ta.lo.n'ăr	i	117907	117912	^/^ e/e t/t a/a l/l o/o n/n 'a/'ă r/r $/$
233	mladă	ml'a.d	ă	mlăzi	ml'ăz	i	179631	179603	^/^ m/m l/l 'a/'ă d/z $/$
234	dermatovenerologie	der.ma.to.ve.ne.ro.lo.g'i.	e	dermatovenerologii	der.ma.to.ve.ne.ro.lo.g'i	i	97025	97027	^/^ d/d e/e r/r m/m a/a t/t o/o v/v e/e n/n e/e r/r o/o l/l o/o g/g 'i/'i $/$
235	drenaj	dre.n'aj		drenaje	dre.n'a.j	e	110566	110567	^/^ d/d r/r e/e n/n 'a/'a j/j $/$
236	iscălitură	is.că.li.t'u.r	ă	iscălituri	is.că.li.t'ur	i	158923	158918	^/^ i/i s/s c/c ă/ă l/l i/i t/t 'u/'u r/r $/$
237	lirică	l'i.ri.c	ă	lirici	l'i.ric	i	166796	166787	^/^ l/l 'i/'i r/r i/i c/c $/$
238	îngăduință	în.gă.du.'in.ț	ă	îngăduințe	în.gă.du.'in.ț	e	323185	323182	^/^ î/î n/n g/g ă/ă d/d u/u 'i/'i n/n ț/ț $/$
239	mustață	mus.t'a.ț	ă	mustăți	mus.t'ăț	i	184300	184287	^/^ m/m u/u s/s t/t 'a/'ă ț/ț $/$
240	familie	fa.m'i.li.	e	familii	fa.m'i.li	i	124157	124159	^/^ f/f a/a m/m 'i/'i l/l i/i $/$
241	cler	cl'er		cleruri	cl'e.r	uri	67763	67788	^/^ c/c l/l 'e/'e r/r $/$
242	cuhne	c'uh.n	e	cuhni	c'uh.n	i	85332	85334	^/^ c/c 'u/'u h/h n/n $/$
243	haos	h'a.os		haosuri	h'a.o.s	uri	141486	141489	^/^ h/h 'a/'a o/o s/s $/$
244	paralexem	pa.ra.le.x'em		paralexeme	pa.ra.le.x'e.m	e	212783	212784	^/^ p/p a/a r/r a/a l/l e/e x/x 'e/'e m/m $/$
245	capacitate	ca.pa.ci.t'a.t	e	capacități	ca.pa.ci.t'ăț	i	58241	58277	^/^ c/c a/a p/p a/a c/c i/i t/t 'a/'ă t/ț $/$
246	grui	gr'ui		gruie	gr'u.i	e	139568	139571	^/^ g/g r/r 'u/'u i/i $/$
247	provocare	pro.vo.c'a.r	e	provocări	pro.vo.c'ăr	i	235998	236047	^/^ p/p r/r o/o v/v o/o c/c 'a/'ă r/r $/$
248	radiobalizaj	ra.dio.ba.li.z'aj		radiobalizaje	ra.dio.ba.li.z'a.j	e	241865	241866	^/^ r/r a/a d/d i/i o/o b/b a/a l/l i/i z/z 'a/'a j/j $/$
249	tunet	t'u.net		tunete	t'u.ne.t	e	297911	297912	^/^ t/t 'u/'u n/n e/e t/t $/$
250	blazon	bla.z'on		blazoane	bla.zo'a.n	e	49123	49120	^/^ b/b l/l a/a z/z 'o/o'a n/n $/$
251	troian	tro.i'an		troiene	tro.i'e.n	e	296792	296810	^/^ t/t r/r o/o i/i 'a/'e n/n $/$
252	troian	tro.i'an		troieni	tro.i'en	i	296792	296817	^/^ t/t r/r o/o i/i 'a/'e n/n $/$
253	hogeag	ho.ge'ag		hogeaguri	ho.ge'a.g	uri	143370	143374	^/^ h/h o/o g/g e'a/e'a g/g $/$
254	revolver	re.vol.v'er		revolvere	re.vol.v'e.r	e	254906	254907	^/^ r/r e/e v/v o/o l/l v/v 'e/'e r/r $/$
255	cardiologie	car.di.o.lo.g'i.	e	cardiologii	car.di.o.lo.g'i	i	59190	59194	^/^ c/c a/a r/r d/d i/i o/o l/l o/o g/g 'i/'i $/$
256	dren	dr'en		drenuri	dr'e.n	uri	110561	110601	^/^ d/d r/r 'e/'e n/n $/$
257	luxură	lu.x'u.r	ă	luxuri	lu.x'ur	i	168792	168785	^/^ l/l u/u x/x 'u/'u r/r $/$
258	microeseu	mi.cro.e.s'e	u	microeseuri	mi.cro.e.s'e.	uri	177024	177027	^/^ m/m i/i c/c r/r o/o e/e s/s 'e/'e $/$
259	stacoj	sta.c'oj		stacoji	sta.c'oj	i	276677	276678	^/^ s/s t/t a/a c/c 'o/'o j/j $/$
260	mișun	m'i.șun		mișuni	m'i.șun	i	176702	176727	^/^ m/m 'i/'i ș/ș u/u n/n $/$
261	alimentat	a.li.men.t'at		alimentați	a.li.men.t'aț	i	26767	26722	^/^ a/a l/l i/i m/m e/e n/n t/t 'a/'a t/ț $/$
262	punere	p'u.ne.r	e	puneri	p'u.ner	i	237727	237730	^/^ p/p 'u/'u n/n e/e r/r $/$
263	agheasmatar	a.gheas.ma.t'ar		agheasmatare	a.gheas.ma.t'a.r	e	24382	24383	^/^ a/a g/g h/h ea/ea s/s m/m a/a t/t 'a/'a r/r $/$
264	coamă	co'a.m	ă	coame	co'a.m	e	68772	68766	^/^ c/c o'a/o'a m/m $/$
265	șold	ș'old		șolduri	ș'ol.d	uri	1877	1881	^/^ ș/ș 'o/'o l/l d/d $/$
266	papirus	pa.p'i.rus		papirusuri	pa.p'i.ru.s	uri	212270	212274	^/^ p/p a/a p/p 'i/'i r/r u/u s/s $/$
267	papirus	pa.p'i.rus		papiruși	pa.p'i.ruș	i	212270	212277	^/^ p/p a/a p/p 'i/'i r/r u/u s/ș $/$
268	interregn	in.ter.r'egn		interregnuri	in.ter.r'eg.n	uri	155968	155971	^/^ i/i n/n t/t e/e r/r r/r 'e/'e g/g n/n $/$
269	migrenă	mi.gr'e.n	ă	migrene	mi.gr'e.n	e	177316	177306	^/^ m/m i/i g/g r/r 'e/'e n/n $/$
270	piloriză	pi.lo.r'i.z	ă	pilorize	pi.lo.r'i.z	e	219507	219502	^/^ p/p i/i l/l o/o r/r 'i/'i z/z $/$
271	epizootie	e.pi.zo.o.t'i.	e	epizootii	e.pi.zo.o.t'i	i	116727	116729	^/^ e/e p/p i/i z/z o/o o/o t/t 'i/'i $/$
272	ponos	po.n'os		ponoase	po.no'a.s	e	224426	224423	^/^ p/p o/o n/n 'o/o'a s/s $/$
273	rasistă	ra.s'is.t	ă	rasiste	ra.s'is.t	e	242940	242928	^/^ r/r a/a s/s 'i/'i s/s t/t $/$
274	nație	n'a.ți.	e	nații	n'a.ți	i	186361	186363	^/^ n/n 'a/'a ț/ț i/i $/$
275	negrușcă	ne.gr'uș.c	ă	negruște	ne.gr'uș.t	e	191191	191192	^/^ n/n e/e g/g r/r 'u/'u ș/ș c/t $/$
276	încruntătură	în.crun.tă.t'u.r	ă	încruntături	în.crun.tă.t'ur	i	319832	319827	^/^ î/î n/n c/c r/r u/u n/n t/t ă/ă t/t 'u/'u r/r $/$
277	basculantă	bas.cu.l'an.t	ă	basculante	bas.cu.l'an.t	e	46233	46228	^/^ b/b a/a s/s c/c u/u l/l 'a/'a n/n t/t $/$
278	borviz	b'or.viz		borvize	bor.v'i.z	e	50905	50906	^/^ b/b 'o/o r/r v/v i/'i z/z $/$
279	pârât	pâ.r'ât		pârâți	pâ.r'âț	i	238719	238745	^/^ p/p â/â r/r 'â/'â t/ț $/$
280	roșcov	r'oș.cov		roșcovi	r'oș.cov	i	256848	256849	^/^ r/r 'o/'o ș/ș c/c o/o v/v $/$
281	disc	d'isc		discuri	d'is.c	uri	105900	106322	^/^ d/d 'i/'i s/s c/c $/$
282	ghiul	gh'iul		ghiuluri	ghi'u.l	uri	136693	136705	^/^ g/g h/h 'i/i u/'u l/l $/$
283	prezentare	pre.zen.t'a.r	e	prezentări	pre.zen.t'ăr	i	230751	230738	^/^ p/p r/r e/e z/z e/e n/n t/t 'a/'ă r/r $/$
284	statut	sta.t'ut		statute	sta.t'u.t	e	277140	277177	^/^ s/s t/t a/a t/t 'u/'u t/t $/$
285	exsangvinotransfuzie	ex.san.gvi.no.trans.f'u.zi.	e	exsangvinotransfuzii	ex.san.gvi.no.trans.f'u.zi	i	121957	121959	^/^ e/e x/x s/s a/a n/n g/g v/v i/i n/n o/o t/t r/r a/a n/n s/s f/f 'u/'u z/z i/i $/$
286	ort	'ort		orți	'orț	i	208291	207238	^/^ 'o/'o r/r t/ț $/$
287	ort	'ort		orturi	'or.t	uri	208291	208443	^/^ 'o/'o r/r t/t $/$
288	concordanță	con.cor.d'an.ț	ă	concordanțe	con.cor.d'an.ț	e	73952	73943	^/^ c/c o/o n/n c/c o/o r/r d/d 'a/'a n/n ț/ț $/$
289	prozelit	pro.ze.l'it		prozeliți	pro.ze.l'iț	i	236094	236098	^/^ p/p r/r o/o z/z e/e l/l 'i/'i t/ț $/$
290	portmoneu	port.mo.n'e	u	portmonee	port.mo.n'e.	e	225161	225158	^/^ p/p o/o r/r t/t m/m o/o n/n 'e/'e $/$
291	gheară	ghe'a.r	ă	gheare	ghe'a.r	e	136203	136198	^/^ g/g h/h e'a/e'a r/r $/$
292	tâlv	t'âlv		tâlvi	t'âlv	i	298691	298692	^/^ t/t 'â/'â l/l v/v $/$
293	tâlv	t'âlv		tâlvuri	t'âl.v	uri	298691	298698	^/^ t/t 'â/'â l/l v/v $/$
294	nevrom	ne.vr'om		nevroame	ne.vro'a.m	e	199879	199868	^/^ n/n e/e v/v r/r 'o/o'a m/m $/$
295	triplusalt	tri.plu.s'alt		triplusalturi	tri.plu.s'al.t	uri	296584	296588	^/^ t/t r/r i/i p/p l/l u/u s/s 'a/'a l/l t/t $/$
296	spusă	sp'u.s	ă	spuse	sp'u.s	e	276078	276056	^/^ s/s p/p 'u/'u s/s $/$
297	homosexual	ho.mo.se.xu.'al		homosexuali	ho.mo.se.xu.'al	i	143614	143615	^/^ h/h o/o m/m o/o s/s e/e x/x u/u 'a/'a l/l $/$
298	necompresibilitate	ne.com.pre.si.bi.li.t'a.t	e	necompresibilități	ne.com.pre.si.bi.li.t'ăț	i	188787	188789	^/^ n/n e/e c/c o/o m/m p/p r/r e/e s/s i/i b/b i/i l/l i/i t/t 'a/'ă t/ț $/$
299	leuștean	le.uș.te'an		leușteni	le.uș.t'en	i	165287	165290	^/^ l/l e/e u/u ș/ș t/t e'a/'e n/n $/$
300	limită	l'i.mi.t	ă	limite	l'i.mi.t	e	166102	166170	^/^ l/l 'i/'i m/m i/i t/t $/$
301	plisc	pl'isc		pliscuri	pl'is.c	uri	222090	222093	^/^ p/p l/l 'i/'i s/s c/c $/$
302	mecanic	me.c'a.nic		mecanici	me.c'a.nic	i	174058	174068	^/^ m/m e/e c/c 'a/'a n/n i/i c/c $/$
303	așchiere	aș.chi.'e.r	e	așchieri	aș.chi.'er	i	17452	17454	^/^ a/a ș/ș c/c h/h i/i 'e/'e r/r $/$
304	optoizolator	op.to.i.zo.la.t'or		optoizolatoare	op.to.i.zo.la.to'a.r	e	207113	207110	^/^ o/o p/p t/t o/o i/i z/z o/o l/l a/a t/t 'o/o'a r/r $/$
305	precauție	pre.ca.'u.ți.	e	precauții	pre.ca.'u.ți	i	227515	227518	^/^ p/p r/r e/e c/c a/a 'u/'u ț/ț i/i $/$
306	scăldat	scăl.d'at		scăldaturi	scăl.d'a.t	uri	262187	262198	^/^ s/s c/c ă/ă l/l d/d 'a/'a t/t $/$
307	seismolog	se.is.mo.l'og		seismologi	se.is.mo.l'og	i	266068	266069	^/^ s/s e/e i/i s/s m/m o/o l/l 'o/'o g/g $/$
308	sistem	sis.t'em		sisteme	sis.t'e.m	e	270897	270972	^/^ s/s i/i s/s t/t 'e/'e m/m $/$
309	amară	a.m'a.r	ă	amare	a.m'a.r	e	27989	28022	^/^ a/a m/m 'a/'a r/r $/$
310	sotnic	s'ot.nic		sotnici	s'ot.nic	i	273749	273750	^/^ s/s 'o/'o t/t n/n i/i c/c $/$
311	preajmă	pre'aj.m	ă	preajme	pre'aj.m	e	227374	227369	^/^ p/p r/r e'a/e'a j/j m/m $/$
312	subinspector	su.bins.pec.t'or		subinspectori	su.bins.pec.t'or	i	281082	281083	^/^ s/s u/u b/b i/i n/n s/s p/p e/e c/c t/t 'o/'o r/r $/$
313	traseistă	tra.se.'is.t	ă	traseiste	tra.se.'is.t	e	295137	295126	^/^ t/t r/r a/a s/s e/e 'i/'i s/s t/t $/$
314	pasăre	p'a.să.r	e	păsări	p'ă.săr	i	214015	210412	^/^ p/p 'a/'ă s/s ă/ă r/r $/$
315	evanghelizare	e.van.ghe.li.z'a.r	e	evanghelizări	e.van.ghe.li.z'ăr	i	118679	118681	^/^ e/e v/v a/a n/n g/g h/h e/e l/l i/i z/z 'a/'ă r/r $/$
316	septuagenar	sep.tu.a.ge.n'ar		septuagenari	sep.tu.a.ge.n'ar	i	267262	267263	^/^ s/s e/e p/p t/t u/u a/a g/g e/e n/n 'a/'a r/r $/$
317	demarcație	de.mar.c'a.ți.	e	demarcații	de.mar.c'a.ți	i	94466	94468	^/^ d/d e/e m/m a/a r/r c/c 'a/'a ț/ț i/i $/$
318	incident	in.ci.d'ent		incidente	in.ci.d'en.t	e	149037	149041	^/^ i/i n/n c/c i/i d/d 'e/'e n/n t/t $/$
319	farfurie	far.fu.r'i.	e	farfurii	far.fu.r'i	i	124506	124508	^/^ f/f a/a r/r f/f u/u r/r 'i/'i $/$
320	prelată	pre.l'a.t	ă	prelate	pre.l'a.t	e	228873	228865	^/^ p/p r/r e/e l/l 'a/'a t/t $/$
321	boabă	bo'a.b	ă	boabe	bo'a.b	e	49646	49637	^/^ b/b o'a/o'a b/b $/$
322	tombolă	t'om.bo.l	ă	tombole	t'om.bo.l	e	292458	292453	^/^ t/t 'o/'o m/m b/b o/o l/l $/$
323	cicatrice	ci.ca.tr'i.c	e	cicatrici	ci.ca.tr'ic	i	64648	64653	^/^ c/c i/i c/c a/a t/t r/r 'i/'i c/c $/$
324	guard	gu'ard		guarzi	gu'arz	i	139745	139754	^/^ g/g u/u 'a/'a r/r d/z $/$
325	reformă	re.f'or.m	ă	reforme	re.f'or.m	e	247758	247823	^/^ r/r e/e f/f 'o/'o r/r m/m $/$
326	benzinărie	ben.zi.nă.r'i.	e	benzinării	ben.zi.nă.r'i	i	47178	47180	^/^ b/b e/e n/n z/z i/i n/n ă/ă r/r 'i/'i $/$
327	radiotransmisionist	ra.di.o.trans.mi.si.o.n'ist		radiotransmisioniști	ra.di.o.trans.mi.si.o.n'ișt	i	242280	242291	^/^ r/r a/a d/d i/i o/o t/t r/r a/a n/n s/s m/m i/i s/s i/i o/o n/n 'i/'i s/ș t/t $/$
328	spongiozitate	spon.gi.o.zi.t'a.t	e	spongiozități	spon.gi.o.zi.t'ăț	i	275401	275403	^/^ s/s p/p o/o n/n g/g i/i o/o z/z i/i t/t 'a/'ă t/ț $/$
329	performanță	per.for.m'an.ț	ă	performanțe	per.for.m'an.ț	e	216575	216566	^/^ p/p e/e r/r f/f o/o r/r m/m 'a/'a n/n ț/ț $/$
330	penitenciar	pe.ni.ten.ci.'ar		penitenciare	pe.ni.ten.ci.'a.r	e	215950	215951	^/^ p/p e/e n/n i/i t/t e/e n/n c/c i/i 'a/'a r/r $/$
331	declin	de.cl'in		declinuri	de.cl'i.n	uri	91569	91601	^/^ d/d e/e c/c l/l 'i/'i n/n $/$
332	deshumare	de.shu.m'a.r	e	deshumări	de.shu.m'ăr	i	99286	99330	^/^ d/d e/e s/s h/h u/u m/m 'a/'ă r/r $/$
333	hotdog	h'ot.dog		hotdogi	h'ot.dog	i	143929	143930	^/^ h/h 'o/'o t/t d/d o/o g/g $/$
334	bucium	b'u.cium		buciume	b'u.ciu.m	e	52612	52642	^/^ b/b 'u/'u c/c i/i u/u m/m $/$
335	plin	pl'in		plinuri	pl'i.n	uri	222005	222054	^/^ p/p l/l 'i/'i n/n $/$
336	realism	re.a.l'ism		realisme	re.a.l'is.m	e	243871	243872	^/^ r/r e/e a/a l/l 'i/'i s/s m/m $/$
337	colecție	co.l'ec.ți.	e	colecții	co.l'ec.ți	i	69979	69981	^/^ c/c o/o l/l 'e/'e c/c ț/ț i/i $/$
338	plăcuță	plă.c'u.ț	ă	plăcuțe	plă.c'u.ț	e	220337	220328	^/^ p/p l/l ă/ă c/c 'u/'u ț/ț $/$
339	legănare	le.gă.n'a.r	e	legănări	le.gă.n'ăr	i	164321	164353	^/^ l/l e/e g/g ă/ă n/n 'a/'ă r/r $/$
340	carnet	car.n'et		carnete	car.n'e.t	e	59448	59449	^/^ c/c a/a r/r n/n 'e/'e t/t $/$
341	climatizare	cli.ma.ti.z'a.r	e	climatizări	cli.ma.ti.z'ăr	i	67885	67900	^/^ c/c l/l i/i m/m a/a t/t i/i z/z 'a/'ă r/r $/$
342	laxativ	la.xa.t'iv		laxative	la.xa.t'i.v	e	164009	164010	^/^ l/l a/a x/x a/a t/t 'i/'i v/v $/$
343	eroină	e.ro.'i.n	ă	eroine	e.ro.'i.n	e	117160	117154	^/^ e/e r/r o/o 'i/'i n/n $/$
344	șes	ș'es		șesuri	ș'e.s	uri	915	942	^/^ ș/ș 'e/'e s/s $/$
345	ecart	e.c'art		ecarturi	e.c'ar.t	uri	112491	112501	^/^ e/e c/c 'a/'a r/r t/t $/$
346	patalama	pa.ta.la.m'a		patalamale	pa.ta.la.m'a.	le	214295	214296	^/^ p/p a/a t/t a/a l/l a/a m/m 'a/'a $/$
347	bombă	b'om.b	ă	bombe	b'om.b	e	50445	50634	^/^ b/b 'o/'o m/m b/b $/$
348	securistă	se.cu.r'is.t	ă	securiste	se.cu.r'is.t	e	265705	265681	^/^ s/s e/e c/c u/u r/r 'i/'i s/s t/t $/$
349	incaș	in.c'aș		incași	in.c'aș	i	148847	148848	^/^ i/i n/n c/c 'a/'a ș/ș $/$
350	viroză	vi.r'o.z	ă	viroze	vi.r'o.z	e	307371	307366	^/^ v/v i/i r/r 'o/'o z/z $/$
351	magistratură	ma.gis.tra.t'u.r	ă	magistraturi	ma.gis.tra.t'ur	i	170701	170696	^/^ m/m a/a g/g i/i s/s t/t r/r a/a t/t 'u/'u r/r $/$
352	trombă	tr'om.b	ă	trombe	tr'om.b	e	296851	296832	^/^ t/t r/r 'o/'o m/m b/b $/$
353	pătrățel	pă.tră.ț'el		pătrățele	pă.tră.ț'e.l	e	210745	210746	^/^ p/p ă/ă t/t r/r ă/ă ț/ț 'e/'e l/l $/$
354	tifdruc	tif.dr'uc		tifdrucuri	tif.dr'u.c	uri	291135	291138	^/^ t/t i/i f/f d/d r/r 'u/'u c/c $/$
355	glazură	gla.z'u.r	ă	glazuri	gla.z'ur	i	137182	137177	^/^ g/g l/l a/a z/z 'u/'u r/r $/$
356	monoverb	mo.no.v'erb		monoverbe	mo.no.v'er.b	e	181827	181828	^/^ m/m o/o n/n o/o v/v 'e/'e r/r b/b $/$
357	concesionare	con.ce.si.o.n'a.r	e	concesionări	con.ce.si.o.n'ăr	i	73628	73678	^/^ c/c o/o n/n c/c e/e s/s i/i o/o n/n 'a/'ă r/r $/$
358	creier	cr'e.ier		creiere	cr'e.ie.r	e	83227	83228	^/^ c/c r/r 'e/'e i/i e/e r/r $/$
359	creier	cr'e.ier		creieri	cr'e.ier	i	83227	83231	^/^ c/c r/r 'e/'e i/i e/e r/r $/$
360	amiral	a.mi.r'al		amirali	a.mi.r'al	i	29128	29129	^/^ a/a m/m i/i r/r 'a/'a l/l $/$
361	portieră	por.ti.'e.r	ă	portiere	por.ti.'e.r	e	225139	225133	^/^ p/p o/o r/r t/t i/i 'e/'e r/r $/$
362	sfântă	sf'ân.t	ă	sfinte	sf'in.t	e	268697	268404	^/^ s/s f/f 'â/'i n/n t/t $/$
363	guvernator	gu.ver.na.t'or		guvernatori	gu.ver.na.t'or	i	140207	140208	^/^ g/g u/u v/v e/e r/r n/n a/a t/t 'o/'o r/r $/$
364	învelitoare	în.ve.li.to'a.r	e	învelitori	în.ve.li.t'or	i	329684	329689	^/^ î/î n/n v/v e/e l/l i/i t/t o'a/'o r/r $/$
365	poreclire	po.re.cl'i.r	e	porecliri	po.re.cl'ir	i	224927	224929	^/^ p/p o/o r/r e/e c/c l/l 'i/'i r/r $/$
